Customer ID,Recency,Frequency,Monetary,Group
13824.0,32,12,3273.36,Old Top Customers
13825.0,621,2,255.59,Old Infrequent
13826.0,157,1,174.65,Old Infrequent
13827.0,57,3,409.8,New Customers
13828.0,21,1,209.49,New Customers
13830.0,573,1,135.95,Old Infrequent
13831.0,15,18,6571.14,Top Customers
13832.0,17,2,598.64,New Customers
13833.0,158,2,700.41,Old Infrequent
13834.0,576,2,247.89,Old Infrequent
13835.0,24,7,1044.82,New Customers
13836.0,398,2,602.52,Old Infrequent
13837.0,211,2,266.59,Old Infrequent
13838.0,5,10,1668.55,Top Customers
13839.0,485,1,139.95,Old Infrequent
13840.0,415,1,651.4,Old Infrequent
13841.0,252,1,85.0,Old Infrequent
13842.0,58,18,5280.44,Old Top Customers
13843.0,380,1,319.75,Old Infrequent
13844.0,10,1,361.62,New Customers
13845.0,64,1,312.98,New Customers
13846.0,24,4,1290.34,New Customers
13847.0,719,1,310.72,Old Infrequent
13848.0,91,8,3015.0,Old Top Customers
13849.0,51,5,3443.8,Old Top Customers
13850.0,87,1,1586.81,New Customers
13851.0,95,8,4516.76,Old Top Customers
13852.0,606,1,170.45,Old Infrequent
13853.0,8,1,1056.94,New Customers
13854.0,8,39,11848.81,Top Customers
13855.0,500,4,1253.94,Old Infrequent
13856.0,168,11,1058.88,Old Top Customers
13857.0,392,6,997.01,Old Top Customers
13858.0,56,1,216.17,New Customers
13859.0,325,2,515.86,Old Infrequent
13860.0,0,5,1240.0,Top Customers
13861.0,428,2,251.31,Old Infrequent
13862.0,17,9,2534.04,Top Customers
13863.0,244,4,1217.63,Old Top Customers
13864.0,386,1,662.4,Old Infrequent
13865.0,57,4,501.56,New Customers
13866.0,73,1,145.67,New Customers
13867.0,30,3,1005.09,New Customers
13868.0,6,2,3192.54,New Customers
13869.0,122,10,7996.87,Old Top Customers
13870.0,1,15,5689.84,Top Customers
13871.0,22,17,7804.95,Top Customers
13872.0,512,3,891.32,Old Infrequent
13873.0,119,8,1031.02,Old Top Customers
13874.0,357,7,1989.2,Old Top Customers
13875.0,53,14,4799.37,Old Top Customers
13876.0,63,1,122.7,New Customers
13877.0,85,3,446.33,Old Top Customers
13878.0,54,4,2416.9,Old Top Customers
13879.0,645,1,395.5,Old Infrequent
13880.0,20,17,4268.66,Top Customers
13881.0,3,43,44392.5,Top Customers
13882.0,2,5,1131.28,Top Customers
13883.0,0,14,6318.09,Top Customers
13884.0,6,10,1788.93,Top Customers
13885.0,188,2,506.8,Old Infrequent
13886.0,70,1,243.56,New Customers
13887.0,203,1,349.55,Old Infrequent
13888.0,119,6,1988.34,Old Top Customers
13889.0,92,6,1855.73,Old Top Customers
13890.0,0,14,2843.88,Top Customers
13891.0,377,3,859.21,Old Infrequent
13892.0,26,6,1267.65,New Customers
13893.0,297,1,821.1,Old Infrequent
13894.0,21,3,535.97,New Customers
13895.0,20,6,3923.62,Top Customers
13896.0,625,1,388.55,Old Infrequent
13897.0,49,3,1160.72,New Customers
13898.0,325,2,686.4,Old Infrequent
13899.0,15,2,388.52,New Customers
13900.0,182,6,1608.09,Old Top Customers
13901.0,71,15,5599.34,Old Top Customers
13902.0,631,5,30411.26,Old Top Customers
13903.0,399,1,165.45,Old Infrequent
13904.0,36,2,332.64,New Customers
13905.0,570,1,244.45,Old Infrequent
13906.0,408,1,42.0,Old Infrequent
13907.0,691,1,136.8,Old Infrequent
13908.0,79,4,2347.05,Old Top Customers
13909.0,422,2,282.85,Old Infrequent
13911.0,56,20,4200.04,Old Top Customers
13912.0,423,1,124.95,Old Infrequent
13913.0,506,1,42.22,Old Infrequent
13914.0,3,2,613.95,New Customers
13915.0,393,1,31.2,Old Infrequent
13916.0,463,4,1260.51,Old Infrequent
13917.0,49,2,272.04,New Customers
13918.0,49,2,1212.84,New Customers
13919.0,52,4,1326.03,Old Top Customers
13920.0,431,4,1734.88,Old Infrequent
13921.0,398,4,720.75,Old Infrequent
13922.0,351,3,824.7,Old Infrequent
13923.0,53,1,351.13,New Customers
13924.0,1,6,1682.08,Top Customers
13925.0,35,4,616.65,New Customers
13926.0,22,1,223.85,New Customers
13927.0,74,2,689.96,New Customers
13928.0,10,4,464.57,New Customers
13929.0,168,11,3318.1,Old Top Customers
13930.0,57,2,337.34,New Customers
13931.0,85,11,5250.78,Old Top Customers
13932.0,294,1,307.4,Old Infrequent
13933.0,108,2,608.79,Old Infrequent
13934.0,263,1,922.1,Old Infrequent
13935.0,596,3,6116.92,Old Infrequent
13936.0,170,3,924.36,Old Top Customers
13937.0,168,2,867.38,Old Infrequent
13938.0,34,1,71.66,New Customers
13939.0,22,7,1533.66,New Customers
13940.0,16,4,839.14,New Customers
13941.0,21,15,9826.63,Top Customers
13942.0,534,1,320.0,Old Infrequent
13943.0,577,1,246.54,Old Infrequent
13944.0,652,1,200.43,Old Infrequent
13945.0,394,2,854.15,Old Infrequent
13946.0,78,6,1745.43,Old Top Customers
13947.0,64,1,90.6,New Customers
13948.0,360,4,536.86,Old Infrequent
13949.0,2,6,2427.32,Top Customers
13950.0,10,4,728.56,New Customers
13951.0,175,3,674.45,Old Top Customers
13952.0,210,14,12750.89,Old Top Customers
13953.0,6,12,6640.68,Top Customers
13954.0,1,2,378.59,New Customers
13955.0,153,3,544.07,Old Top Customers
13956.0,4,5,1019.27,Top Customers
13957.0,417,3,458.25,Old Infrequent
13958.0,371,8,4478.18,Old Top Customers
13959.0,78,6,1064.77,Old Top Customers
13960.0,20,2,230.22,New Customers
13961.0,384,1,498.7,Old Infrequent
13962.0,21,3,362.8,New Customers
13963.0,307,17,2748.32,Old Top Customers
13964.0,386,2,421.9,Old Infrequent
13965.0,454,3,777.66,Old Infrequent
13966.0,434,1,384.26,Old Infrequent
13967.0,145,2,166.3,Old Infrequent
13968.0,422,1,123.66,Old Infrequent
13969.0,6,35,12820.36,Top Customers
13970.0,385,2,846.55,Old Infrequent
13971.0,8,14,4593.83,Top Customers
13972.0,70,2,190.25,New Customers
13973.0,286,1,264.7,Old Infrequent
13974.0,48,2,663.52,New Customers
13975.0,30,12,5224.85,Old Top Customers
13976.0,206,4,1192.36,Old Top Customers
13977.0,410,1,519.81,Old Infrequent
13978.0,14,2,196.79,New Customers
13979.0,72,7,3284.23,Old Top Customers
13980.0,59,5,722.02,Old Top Customers
13981.0,400,1,327.39,Old Infrequent
13982.0,38,9,3927.49,Old Top Customers
13983.0,29,20,6631.05,Top Customers
13984.0,26,12,1461.32,Top Customers
13985.0,3,22,9982.31,Top Customers
13986.0,16,1,320.46,New Customers
13987.0,379,2,682.54,Old Infrequent
13988.0,19,8,4708.64,Top Customers
13989.0,65,5,2026.06,Old Top Customers
13990.0,212,1,311.3,Old Infrequent
13991.0,11,6,846.54,Top Customers
13992.0,29,3,219.5,New Customers
13993.0,31,19,6690.36,Top Customers
13994.0,3,6,2274.14,Top Customers
13995.0,14,14,3836.26,Top Customers
13996.0,385,2,895.76,Old Infrequent
13997.0,518,3,376.46,Old Infrequent
13998.0,446,3,566.7,Old Infrequent
13999.0,9,29,9438.01,Top Customers
14000.0,205,5,1877.59,Old Top Customers
14001.0,45,9,4228.85,Old Top Customers
14002.0,133,2,529.73,Old Infrequent
14003.0,732,1,209.41,Old Infrequent
14004.0,42,11,6258.45,Old Top Customers
14005.0,9,5,2874.72,Top Customers
14006.0,115,7,2196.67,Old Top Customers
14007.0,512,1,79.48,Old Infrequent
14008.0,374,1,493.74,Old Infrequent
14009.0,197,3,1090.23,Old Top Customers
14010.0,564,1,194.05,Old Infrequent
14011.0,479,2,451.92,Old Infrequent
14012.0,277,1,328.8,Old Infrequent
14013.0,109,5,1006.22,Old Top Customers
14014.0,76,3,1948.21,Old Top Customers
14015.0,52,1,917.34,New Customers
14016.0,153,11,11379.71,Old Top Customers
14017.0,570,1,229.75,Old Infrequent
14018.0,644,1,367.15,Old Infrequent
14019.0,46,3,1398.96,New Customers
14020.0,16,4,1213.26,New Customers
14021.0,154,7,1716.58,Old Top Customers
14022.0,224,2,792.15,Old Infrequent
14023.0,6,2,584.07,New Customers
14024.0,121,3,645.74,Old Top Customers
14025.0,464,8,3969.1,Old Top Customers
14026.0,470,2,713.11,Old Infrequent
14027.0,60,1,104.82,New Customers
14028.0,549,2,3175.5,Old Infrequent
14029.0,62,2,467.66,New Customers
14030.0,17,20,7401.35,Top Customers
14031.0,6,43,34696.53,Top Customers
14032.0,1,16,4482.21,Top Customers
14033.0,554,1,109.44,Old Infrequent
14034.0,21,3,509.09,New Customers
14035.0,28,9,2791.35,Old Top Customers
14036.0,284,1,626.65,Old Infrequent
14037.0,175,6,755.95,Old Top Customers
14038.0,77,5,3000.93,Old Top Customers
14039.0,32,2,267.28,New Customers
14040.0,40,35,12336.08,Top Customers
14041.0,265,1,141.41,Old Infrequent
14042.0,724,1,431.98,Old Infrequent
14043.0,490,2,299.65,Old Infrequent
14044.0,26,10,3035.0,Top Customers
14045.0,108,16,9334.23,Old Top Customers
14046.0,283,1,151.59,Old Infrequent
14047.0,8,14,3881.11,Top Customers
14048.0,276,3,713.89,Old Infrequent
14049.0,16,13,12848.4,Top Customers
14050.0,31,2,746.36,New Customers
14051.0,0,37,21441.48,Top Customers
14052.0,19,2,466.66,New Customers
14053.0,123,4,572.3,Old Top Customers
14054.0,64,1,92.46,New Customers
14055.0,105,3,1520.96,Old Top Customers
14056.0,0,23,8063.3,Top Customers
14057.0,23,22,8276.1,Top Customers
14058.0,462,2,469.19,Old Infrequent
14059.0,266,1,183.6,Old Infrequent
14060.0,4,30,8882.3,Top Customers
14061.0,506,3,917.43,Old Infrequent
14062.0,9,24,25416.28,Top Customers
14063.0,686,7,9471.5,Old Top Customers
14064.0,28,15,2967.57,Top Customers
14065.0,388,3,889.37,Old Infrequent
14066.0,266,1,152.55,Old Infrequent
14067.0,63,2,374.7,New Customers
14068.0,319,4,1493.32,Old Top Customers
14069.0,514,2,225.81,Old Infrequent
14070.0,684,1,321.6,Old Infrequent
14071.0,3,8,1291.34,Top Customers
14072.0,666,1,390.85,Old Infrequent
14073.0,20,1,139.54,New Customers
14074.0,622,1,219.4,Old Infrequent
14075.0,4,5,1724.87,Top Customers
14076.0,128,1,118.67,Old Infrequent
14077.0,40,6,629.03,Old Top Customers
14078.0,101,9,1551.82,Old Top Customers
14079.0,124,1,375.1,Old Infrequent
14080.0,32,5,1075.73,New Customers
14081.0,266,10,4735.62,Old Top Customers
14082.0,364,2,413.36,Old Infrequent
14083.0,3,11,1082.19,Top Customers
14084.0,511,1,150.5,Old Infrequent
14085.0,1,32,9695.42,Top Customers
14086.0,462,1,39.95,Old Infrequent
14087.0,2,3,786.72,Top Customers
14088.0,9,16,63731.63,Top Customers
14089.0,56,1,158.75,New Customers
14090.0,324,1,76.32,Old Infrequent
14091.0,653,2,9530.08,Old Infrequent
14092.0,7,24,7215.64,Top Customers
14093.0,11,1,433.86,New Customers
14094.0,439,1,310.82,Old Infrequent
14095.0,722,1,2.95,Old Infrequent
14096.0,3,17,57231.36,Top Customers
14097.0,480,2,422.86,Old Infrequent
14098.0,36,1,147.35,New Customers
14099.0,15,20,5685.71,Top Customers
14100.0,137,1,191.95,Old Infrequent
14101.0,73,13,9942.13,Old Top Customers
14102.0,4,5,1060.33,Top Customers
14104.0,154,5,740.53,Old Top Customers
14105.0,84,5,5703.98,Old Top Customers
14106.0,736,1,214.8,Old Infrequent
14107.0,51,11,4853.7,Old Top Customers
14108.0,30,4,1041.21,New Customers
14109.0,22,1,80.2,New Customers
14110.0,3,33,12957.6,Top Customers
14111.0,13,4,688.6,New Customers
14112.0,22,13,5524.51,Top Customers
14113.0,3,16,6156.75,Top Customers
14114.0,273,7,1364.09,Old Top Customers
14115.0,501,2,622.67,Old Infrequent
14116.0,19,5,1382.74,New Customers
14117.0,143,1,90.0,Old Infrequent
14118.0,428,1,458.45,Old Infrequent
14119.0,353,2,163.47,Old Infrequent
14121.0,3,4,2740.3,Top Customers
14122.0,394,3,309.77,Old Infrequent
14123.0,732,1,436.18,Old Infrequent
14124.0,83,1,419.58,New Customers
14125.0,10,3,2720.63,New Customers
14126.0,7,4,1109.96,New Customers
14127.0,122,6,1900.08,Old Top Customers
14128.0,60,3,909.36,New Customers
14129.0,1,9,2591.34,Top Customers
14130.0,318,4,1858.77,Old Top Customers
14131.0,648,1,168.22,Old Infrequent
14132.0,1,11,3580.13,Top Customers
14133.0,129,4,895.84,Old Top Customers
14134.0,382,15,11123.35,Old Top Customers
14135.0,1,24,8800.8,Top Customers
14136.0,400,5,1553.96,Old Top Customers
14137.0,681,1,294.1,Old Infrequent
14138.0,1,2,965.88,Top Customers
14139.0,45,4,1086.8,New Customers
14140.0,3,2,920.05,New Customers
14141.0,2,4,879.03,Top Customers
14142.0,372,2,655.94,Old Infrequent
14143.0,133,1,115.8,Old Infrequent
14144.0,485,1,30.6,Old Infrequent
14145.0,46,7,7006.05,Old Top Customers
14146.0,8,12,8170.47,Top Customers
14147.0,48,9,2019.3,Old Top Customers
14148.0,233,2,466.29,Old Infrequent
14149.0,212,1,259.43,Old Infrequent
14150.0,35,2,658.64,New Customers
14151.0,672,2,666.7,Old Infrequent
14152.0,74,7,1975.44,Old Top Customers
14153.0,482,1,233.4,Old Infrequent
14154.0,238,8,6263.6,Old Top Customers
14155.0,265,1,118.75,Old Infrequent
14156.0,9,145,299212.59,Top Customers
14157.0,19,5,946.24,New Customers
14158.0,39,1,507.66,New Customers
14159.0,19,20,7526.62,Top Customers
14160.0,609,7,8421.47,Old Top Customers
14161.0,215,7,2996.93,Old Top Customers
14162.0,173,2,289.36,Old Infrequent
14163.0,86,5,2594.62,Old Top Customers
14164.0,70,2,1631.77,New Customers
14165.0,275,1,120.44,Old Infrequent
14166.0,504,2,251.15,Old Infrequent
14167.0,38,8,1274.29,Old Top Customers
14168.0,420,2,305.9,Old Infrequent
14169.0,430,2,613.11,Old Infrequent
14170.0,374,3,570.18,Old Infrequent
14171.0,97,2,498.79,New Customers
14172.0,604,3,356.27,Old Infrequent
14173.0,10,6,566.95,New Customers
14174.0,32,1,134.46,New Customers
14175.0,50,8,7350.44,Old Top Customers
14176.0,296,5,753.56,Old Top Customers
14177.0,84,13,2197.24,Old Top Customers
14178.0,8,7,1580.26,Top Customers
14179.0,40,2,701.57,New Customers
14180.0,10,33,5894.0,Top Customers
14181.0,410,2,308.35,Old Infrequent
14182.0,443,4,660.07,Old Infrequent
14183.0,410,2,278.34,Old Infrequent
14184.0,66,1,452.89,New Customers
14185.0,330,1,197.65,Old Infrequent
14186.0,426,5,1550.63,Old Top Customers
14187.0,473,1,123.5,Old Infrequent
14188.0,8,6,2018.91,Top Customers
14189.0,1,16,5453.38,Top Customers
14190.0,665,1,79.9,Old Infrequent
14191.0,1,15,4713.41,Top Customers
14192.0,387,1,293.74,Old Infrequent
14193.0,67,3,1210.19,Old Top Customers
14194.0,4,36,18403.27,Top Customers
14195.0,201,6,2401.4,Old Top Customers
14196.0,106,1,335.52,Old Infrequent
14197.0,410,1,390.05,Old Infrequent
14198.0,3,9,1527.58,Top Customers
14199.0,217,4,916.5,Old Top Customers
14200.0,616,1,379.2,Old Infrequent
14201.0,59,10,1134.14,Old Top Customers
14202.0,380,3,847.76,Old Infrequent
14203.0,396,1,339.34,Old Infrequent
14204.0,1,4,1024.83,Top Customers
14205.0,10,9,2146.58,Top Customers
14206.0,238,3,1145.21,Old Infrequent
14207.0,687,1,157.8,Old Infrequent
14208.0,94,2,567.05,New Customers
14209.0,10,15,4937.37,Top Customers
14210.0,90,16,5509.37,Old Top Customers
14211.0,52,18,4301.69,Old Top Customers
14212.0,89,2,2190.14,Old Top Customers
14214.0,30,5,1000.23,New Customers
14215.0,11,9,3238.53,Top Customers
14216.0,2,5,2142.39,Top Customers
14217.0,1,23,3115.47,Top Customers
14218.0,42,1,169.48,New Customers
14219.0,3,3,633.83,New Customers
14220.0,246,4,1515.0,Old Top Customers
14221.0,41,17,6476.59,Old Top Customers
14222.0,176,1,683.17,Old Infrequent
14223.0,91,3,975.23,Old Top Customers
14224.0,109,9,1841.71,Old Top Customers
14225.0,434,4,2009.17,Old Infrequent
14226.0,28,6,2950.38,Old Top Customers
14227.0,25,15,6307.36,Top Customers
14228.0,437,3,745.5,Old Infrequent
14229.0,51,7,2468.99,Old Top Customers
14230.0,435,3,979.8,Old Infrequent
14231.0,178,4,1131.97,Old Top Customers
14232.0,31,5,2043.93,New Customers
14233.0,43,7,2766.96,Old Top Customers
14234.0,21,4,754.12,New Customers
14235.0,9,9,4550.99,Top Customers
14236.0,80,5,1543.44,Old Top Customers
14237.0,372,2,466.04,Old Infrequent
14238.0,325,3,434.23,Old Infrequent
14239.0,42,21,4203.72,Old Top Customers
14240.0,29,3,1247.49,New Customers
14241.0,183,2,333.7,Old Infrequent
14242.0,234,2,280.55,Old Infrequent
14243.0,8,17,7152.06,Top Customers
14244.0,658,1,354.82,Old Infrequent
14245.0,175,2,1677.48,Old Infrequent
14246.0,110,3,1474.06,Old Top Customers
14247.0,277,5,750.61,Old Top Customers
14248.0,317,3,1032.95,Old Infrequent
14249.0,410,12,5382.76,Old Top Customers
14250.0,6,3,1904.05,New Customers
14251.0,1,5,2879.7,Top Customers
14252.0,380,1,350.99,Old Infrequent
14253.0,492,2,363.4,Old Infrequent
14254.0,432,1,601.03,Old Infrequent
14256.0,253,5,2384.14,Old Top Customers
14257.0,50,9,5942.0,Old Top Customers
14258.0,8,25,31027.35,Top Customers
14259.0,141,1,120.0,Old Infrequent
14260.0,470,3,824.28,Old Infrequent
14261.0,50,2,1163.45,New Customers
14262.0,7,8,2618.23,Top Customers
14263.0,422,1,322.93,Old Infrequent
14264.0,154,6,1475.86,Old Top Customers
14265.0,108,4,1373.35,Old Top Customers
14266.0,427,1,40.56,Old Infrequent
14267.0,150,2,841.01,Old Infrequent
14268.0,470,1,354.85,Old Infrequent
14269.0,434,1,261.68,Old Infrequent
14270.0,331,1,492.65,Old Infrequent
14271.0,225,2,214.18,Old Infrequent
14272.0,73,4,920.81,Old Top Customers
14273.0,50,4,559.97,New Customers
14274.0,685,1,256.6,Old Infrequent
14275.0,395,6,1189.38,Old Top Customers
14276.0,87,7,1929.32,Old Top Customers
14277.0,14,8,3941.82,Top Customers
14278.0,409,1,205.83,Old Infrequent
14279.0,520,2,191.86,Old Infrequent
14280.0,196,1,134.04,Old Infrequent
14281.0,407,1,245.15,Old Infrequent
14282.0,2,25,7245.76,Top Customers
14283.0,462,4,628.44,Old Infrequent
14284.0,30,3,1282.85,New Customers
14285.0,20,8,3284.42,Top Customers
14286.0,23,7,8396.7,Top Customers
14287.0,7,3,151.23,New Customers
14288.0,211,1,413.85,Old Infrequent
14289.0,8,6,911.26,Top Customers
14290.0,10,8,4221.43,Top Customers
14291.0,1,23,7844.4,Top Customers
14292.0,7,16,8887.9,Top Customers
14293.0,2,9,2809.41,Top Customers
14294.0,406,1,375.34,Old Infrequent
14295.0,39,4,2306.06,New Customers
14296.0,413,2,448.45,Old Infrequent
14297.0,17,4,1284.06,New Customers
14298.0,2,82,89946.97,Top Customers
14299.0,7,27,12589.38,Top Customers
14300.0,18,1,43.2,New Customers
14301.0,107,4,1956.23,Old Top Customers
14302.0,430,3,742.9,Old Infrequent
14303.0,406,2,277.94,Old Infrequent
14304.0,222,3,1523.81,Old Top Customers
14305.0,70,3,1803.76,Old Top Customers
14306.0,50,6,3141.5,Old Top Customers
14307.0,88,10,4279.97,Old Top Customers
14309.0,7,11,3747.96,Top Customers
14310.0,432,1,492.1,Old Infrequent
14311.0,224,2,435.9,Old Infrequent
14312.0,46,11,3090.29,Old Top Customers
14314.0,106,2,221.9,Old Infrequent
14315.0,20,8,3168.72,Top Customers
14316.0,421,5,1355.34,Old Top Customers
14317.0,64,1,508.58,New Customers
14318.0,459,1,158.02,Old Infrequent
14319.0,423,1,476.95,Old Infrequent
14320.0,206,5,1204.12,Old Top Customers
14321.0,10,7,2198.58,Top Customers
14322.0,426,4,384.3,Old Infrequent
14323.0,114,2,574.26,Old Infrequent
14324.0,409,2,701.61,Old Infrequent
14325.0,569,1,245.48,Old Infrequent
14326.0,234,3,923.98,Old Infrequent
14327.0,162,6,1894.93,Old Top Customers
14329.0,8,15,9695.92,Top Customers
14330.0,623,1,200.63,Old Infrequent
14331.0,123,2,462.66,Old Infrequent
14332.0,22,5,1917.41,New Customers
14333.0,63,1,351.45,New Customers
14334.0,16,12,4292.98,Top Customers
14335.0,15,2,454.86,New Customers
14336.0,16,4,1614.91,New Customers
14338.0,157,3,894.1,Old Top Customers
14339.0,234,2,600.66,Old Infrequent
14340.0,218,1,134.7,Old Infrequent
14341.0,44,18,4411.67,Old Top Customers
14342.0,20,6,842.74,New Customers
14343.0,420,4,1079.66,Old Infrequent
14344.0,126,20,2993.05,Old Top Customers
14345.0,38,1,108.98,New Customers
14346.0,120,5,2315.75,Old Top Customers
14347.0,736,1,82.6,Old Infrequent
14348.0,259,1,409.57,Old Infrequent
14349.0,9,1,133.5,New Customers
14350.0,270,3,947.8,Old Infrequent
14351.0,164,1,51.0,Old Infrequent
14352.0,156,4,1078.96,Old Top Customers
14353.0,214,3,376.5,Old Infrequent
14354.0,5,2,163.62,New Customers
14355.0,365,3,840.05,Old Infrequent
14356.0,59,2,666.94,New Customers
14357.0,42,1,225.12,New Customers
14358.0,388,2,400.06,Old Infrequent
14359.0,18,3,882.58,New Customers
14360.0,31,4,2118.03,New Customers
14361.0,578,1,214.71,Old Infrequent
14362.0,21,1,151.5,New Customers
14363.0,401,2,227.47,Old Infrequent
14364.0,108,8,3717.35,Old Top Customers
14365.0,394,2,634.68,Old Infrequent
14366.0,524,1,136.0,Old Infrequent
14367.0,7,15,9072.17,Top Customers
14368.0,319,1,155.0,Old Infrequent
14369.0,641,2,469.13,Old Infrequent
14370.0,450,6,1092.13,Old Top Customers
14371.0,294,1,100.5,Old Infrequent
14372.0,442,2,830.18,Old Infrequent
14373.0,357,1,76.55,Old Infrequent
14374.0,540,1,108.0,Old Infrequent
14375.0,184,3,1106.82,Old Top Customers
14376.0,682,1,215.46,Old Infrequent
14377.0,190,2,617.05,Old Infrequent
14378.0,621,1,131.25,Old Infrequent
14379.0,43,4,1265.16,New Customers
14381.0,51,2,625.94,New Customers
14382.0,25,2,1187.68,New Customers
14383.0,37,3,1247.69,New Customers
14384.0,500,1,58.5,Old Infrequent
14385.0,8,3,202.11,New Customers
14386.0,296,1,142.4,Old Infrequent
14387.0,32,3,1731.35,New Customers
14388.0,8,16,6289.95,Top Customers
14389.0,8,5,1821.07,Top Customers
14390.0,9,13,6079.48,Top Customers
14391.0,576,1,135.6,Old Infrequent
14392.0,431,1,266.4,Old Infrequent
14393.0,217,1,67.95,Old Infrequent
14394.0,564,1,93.8,Old Infrequent
14395.0,1,20,7754.73,Top Customers
14396.0,64,7,1962.88,Old Top Customers
14397.0,0,19,2556.68,Top Customers
14398.0,400,2,707.79,Old Infrequent
14399.0,393,8,2093.21,Old Top Customers
14400.0,140,3,1703.0,Old Top Customers
14401.0,3,22,6718.4,Top Customers
14402.0,651,1,285.6,Old Infrequent
14403.0,129,6,1822.76,Old Top Customers
14404.0,33,13,2625.13,Old Top Customers
14405.0,386,1,195.0,Old Infrequent
14406.0,118,1,156.75,Old Infrequent
14407.0,106,6,2111.08,Old Top Customers
14408.0,10,11,4102.27,Top Customers
14409.0,70,9,3276.09,Old Top Customers
14410.0,15,11,2119.08,Top Customers
14411.0,310,1,1063.0,Old Infrequent
14412.0,34,3,1417.49,New Customers
14413.0,361,3,421.72,Old Infrequent
14414.0,91,8,2387.48,Old Top Customers
14415.0,0,23,11803.62,Top Customers
14416.0,21,2,490.22,New Customers
14417.0,387,1,524.65,Old Infrequent
14418.0,3,3,1937.25,Top Customers
14419.0,10,7,1254.64,Top Customers
14420.0,84,4,1627.72,Old Top Customers
14421.0,56,6,2456.62,Old Top Customers
14422.0,0,19,10200.92,Top Customers
14423.0,217,3,914.96,Old Infrequent
14424.0,17,1,322.08,New Customers
14425.0,426,3,635.89,Old Infrequent
14426.0,18,17,11089.75,Top Customers
14427.0,49,4,1263.52,Old Top Customers
14428.0,6,5,1209.37,Top Customers
14429.0,403,1,516.28,Old Infrequent
14430.0,511,3,992.1,Old Infrequent
14431.0,298,4,2567.1,Old Top Customers
14432.0,9,6,2248.5,Top Customers
14433.0,465,1,280.7,Old Infrequent
14434.0,21,6,1372.8,New Customers
14435.0,501,1,90.42,Old Infrequent
14436.0,98,2,271.7,New Customers
14437.0,365,5,850.84,Old Top Customers
14438.0,305,1,131.9,Old Infrequent
14439.0,319,5,9443.04,Old Top Customers
14440.0,7,13,5870.13,Top Customers
14441.0,0,11,4426.99,Top Customers
14442.0,1,7,5272.02,Top Customers
14443.0,53,5,2063.65,Old Top Customers
14444.0,455,1,120.44,Old Infrequent
14445.0,455,1,221.65,Old Infrequent
14446.0,0,5,1195.48,Top Customers
14447.0,18,6,1711.73,New Customers
14448.0,8,2,375.35,New Customers
14449.0,18,8,2230.96,Top Customers
14450.0,180,7,1128.44,Old Top Customers
14451.0,59,12,3215.5,Old Top Customers
14452.0,10,4,658.95,New Customers
14453.0,189,1,119.93,Old Infrequent
14454.0,375,5,970.7,Old Top Customers
14455.0,431,4,584.37,Old Infrequent
14456.0,4,9,2998.5,Top Customers
14457.0,310,1,113.64,Old Infrequent
14458.0,380,1,219.27,Old Infrequent
14459.0,154,2,5339.14,Old Top Customers
14460.0,109,9,919.6,Old Top Customers
14461.0,147,13,6660.62,Old Top Customers
14462.0,63,12,2204.69,Old Top Customers
14463.0,97,4,786.57,Old Top Customers
14464.0,567,2,111.0,Old Infrequent
14465.0,246,11,3902.16,Old Top Customers
14466.0,28,13,4267.15,Top Customers
14467.0,17,12,2203.24,Top Customers
14468.0,733,1,204.24,Old Infrequent
14469.0,415,4,2093.46,Old Top Customers
14470.0,11,3,712.04,New Customers
14471.0,590,2,400.95,Old Infrequent
14472.0,103,9,2118.72,Old Top Customers
14473.0,73,2,234.34,New Customers
14474.0,42,2,1248.94,New Customers
14475.0,71,4,1025.12,Old Top Customers
14476.0,256,1,193.0,Old Infrequent
14477.0,19,7,1960.61,Top Customers
14478.0,381,4,1276.66,Old Infrequent
14479.0,253,4,1124.71,Old Top Customers
14480.0,10,4,1295.27,New Customers
14481.0,164,5,2284.69,Old Top Customers
14482.0,17,11,4064.74,Top Customers
14483.0,149,2,249.2,Old Infrequent
14484.0,49,4,1070.98,New Customers
14485.0,38,1,162.8,New Customers
14486.0,511,2,175.5,Old Infrequent
14487.0,26,7,1251.18,New Customers
14488.0,50,1,1047.43,New Customers
14489.0,206,4,1574.93,Old Top Customers
14490.0,405,2,1273.47,Old Infrequent
14491.0,174,2,340.93,Old Infrequent
14492.0,429,7,1574.36,Old Top Customers
14493.0,6,10,4993.76,Top Customers
14494.0,25,3,401.46,New Customers
14495.0,50,3,166.3,New Customers
14496.0,311,7,2341.54,Old Top Customers
14497.0,300,2,679.16,Old Infrequent
14498.0,42,10,3900.83,Old Top Customers
14499.0,25,7,2083.44,Old Top Customers
14500.0,87,3,356.85,New Customers
14501.0,63,2,190.31,New Customers
14502.0,19,11,2298.64,Top Customers
14503.0,2,6,3543.26,Top Customers
14504.0,46,4,673.26,New Customers
14505.0,16,19,11575.04,Top Customers
14506.0,16,7,2960.25,Top Customers
14507.0,23,11,3099.76,Top Customers
14508.0,21,5,767.98,New Customers
14509.0,533,1,110.95,Old Infrequent
14510.0,375,3,964.55,Old Infrequent
14511.0,10,5,1267.41,Top Customers
14512.0,187,7,1215.97,Old Top Customers
14513.0,100,6,770.91,Old Top Customers
14514.0,60,9,4375.79,Old Top Customers
14515.0,17,12,3693.7,Top Customers
14516.0,515,1,151.17,Old Infrequent
